Code,name,latitude,longitude,o_m_peak,o_e_peak,d_m_peak,d_e_peak,area_park,len_cycle_path,len_major_road,len_minor_road,num_metro_stations,num_other_commercial,num_restuarants,num_university,num_pop,num_bus_stations,num_bus_routes,walkscore,capacity,area,missing_rate,demand
6227,de l'Esplanade / Laurier,45.52103885732127,-73.59490692615509,4119.0,7884.0,3437.0,8338.0,0.0,1159.28670314,650.863224262,1125.83552679,0,27,13,0,982.459101921,5.0,4.0,97.0,23.0,81876.0550195,0.0,127.73134328358209
6228,Waverly / Van Horne,45.527363,-73.607723,1313.0,1597.0,775.0,1502.0,0.0,584.8007020049998,985.837347947,935.861360891,0,9,2,0,1203.89020784,3.0,2.0,76.0,19.0,126497.103005,0.0,27.776119402985074
6229,Coloniale / du Mont-Royal,45.52116132369039,-73.5856157541275,2061.0,3600.0,1215.0,3472.0,0.0,0.0,0.0,968.234158452,0,12,2,0,786.520408259,0.0,0.0,97.0,23.0,42396.1057726,0.0,61.55223880597015
6230,Waverly / St-Viateur,45.5238561444472,-73.60012650489806,2683.0,5277.0,1681.0,5104.0,0.0,414.759175075,402.677637367,977.072670996,0,9,9,0,1376.68720674,2.0,3.0,92.0,19.0,78876.4502032,0.0,84.1592039800995
6231,Jeanne-Mance / St-Viateur,45.523026476635074,-73.6018404364586,3471.0,5928.0,2331.0,6080.0,0.0,349.685555701,368.442517869,1110.44367213,0,50,15,0,1863.46787893,3.0,5.0,91.0,23.0,101417.266888,0.0,101.90547263681592
6232,Durocher / Van Horne,45.52426580603466,-73.61127376556395,1448.0,1651.0,942.0,1261.0,0.0,0.0,549.951507608,1038.72249184,0,11,2,0,1971.98880112,6.0,5.0,79.0,23.0,99985.9281312,0.15422885572139303,33.082352941176474
6233,Bernard / Jeanne-Mance,45.52428647695311,-73.60497325658798,3364.0,5818.0,1266.0,6386.0,0.0,319.220943472,381.748463535,1193.6323965500003,0,32,20,0,2008.58007193,6.0,6.0,93.0,27.0,108245.452729,0.0,105.51243781094527
6234,de l'Arcade / Clark,45.527410360532215,-73.60393524169922,1623.0,3923.0,1147.0,3729.0,0.0,1515.22754072,1369.3889586,1286.5248036300004,0,8,6,0,688.7906843929999,3.0,4.0,84.0,19.0,99401.2172168,0.0,60.840796019900495
6235,St-Dominique / St-Viateur,45.52655700191558,-73.5982757806778,1235.0,5269.0,4382.0,1647.0,0.0,141.673855567,0.0,441.866745769,0,1,1,0,212.368239778,1.0,1.0,94.0,31.0,21558.9400007,0.0,61.1044776119403
6236,Laurier / de Bordeaux,45.5376492623372,-73.57978463172913,3151.0,3636.0,974.0,4371.0,9741.261288180003,487.558619287,0.0,1139.45405819,0,3,1,0,1100.94545151,3.0,1.0,82.0,23.0,66076.1433659,0.0,62.64179104477612
6237,Gilford / de Lanaudière,45.53200800170646,-73.5804444551468,2147.0,3028.0,621.0,4039.0,0.0,451.091579821,0.0,1194.35720516,0,3,1,0,738.5291714029999,0.0,0.0,89.0,15.0,52844.6620086,0.0,51.756218905472636
6240,Parc Kent (de Kent / Hudson),45.5057209331225,-73.62945914268494,819.0,1332.0,635.0,1116.0,64484.0772502,509.976907761,456.146269616,1995.78212129,0,0,0,0,1866.94962699,5.0,3.0,69.0,27.0,194978.237167,0.0,18.73134328358209
6241,Querbes / Laurier,45.51753998795678,-73.59783187508583,1620.0,2413.0,879.0,2662.0,0.0,505.053256947,637.7858144110002,2251.70322633,0,32,5,0,1864.97616397,6.0,3.0,93.0,15.0,153311.388945,0.0,40.52238805970149
6243,Bloomfield / Bernard,45.52068774,-73.60842790000002,2281.0,3515.0,1431.0,4016.0,9341.08855565,581.632134426,0.0,2188.42840353,0,14,6,0,1783.25149597,6.0,2.0,90.0,15.0,138246.68947,0.0,60.35820895522388
6245,Bloomfield / Van Horne,45.5225858,-73.61265779,1661.0,2093.0,751.0,2582.0,0.0,0.0,260.890140472,1467.58681705,0,10,7,0,2045.03695693,2.0,2.0,79.0,19.0,112683.7336,0.0,38.024875621890544
6246,Métro Outremont (Wiseman / Van Horne),45.52027053865367,-73.61484915018082,2589.0,2990.0,1537.0,3018.0,11830.357731299997,787.333252528,241.71884048,1821.8018087,1,14,4,0,1116.53566257,4.0,5.0,73.0,20.0,114024.45475,0.0,52.1044776119403
6247,St-Dominique / St-Zotique,45.53226461018495,-73.6110632121563,3352.0,7361.0,3499.0,5901.0,385.18615576,362.358479134,149.722020939,1017.77462326,0,9,11,0,1091.80652235,3.0,3.0,89.0,31.0,69193.9044244,0.04477611940298507,102.96875
6248,St-Dominique / Rachel,45.518593,-73.58156600000002,5062.0,7852.0,3935.0,7044.0,0.0,186.673707489,304.090083611,629.8164611310001,0,14,10,0,719.34397511,2.0,3.0,96.0,31.0,44232.2117184,0.0,136.1044776119403
6249,Bélanger / St-Denis,45.53696,-73.61199,1679.0,3873.0,966.0,3434.0,0.0,569.915721585,325.570229775,1162.3035803900002,0,14,9,0,1258.4079394300004,4.0,4.0,94.0,23.0,93248.520216,0.0,58.34825870646766
6250,Marché Jean-Talon (Henri-Julien / Jean-Talon),45.53678525128437,-73.6148879583925,1854.0,5923.0,2515.0,4845.0,0.0,294.164947939,356.898036283,635.405348116,0,25,9,0,553.679208563,4.0,6.0,92.0,23.0,52773.4708245,0.0,87.11442786069652
6251,Dante / de Gaspé,45.53441493337628,-73.6123164743185,867.0,1409.0,354.0,1642.0,3414.05009388,87.4794625638,0.0,1336.1714757699997,0,5,6,0,702.7498495110001,0.0,0.0,93.0,23.0,57135.8859044,0.0,23.432835820895523
6252,Mozart / St-Laurent,45.53318,-73.61544,1468.0,3733.0,1262.0,3081.0,0.0,62.1922542312,601.7124773670001,508.171013556,0,19,18,0,710.0021155430002,2.0,2.0,92.0,15.0,58623.7455564,0.0,49.0
6253,Métro Jean-Talon (de Chateaubriand / Jean-Talon),45.540138286478616,-73.61402839422227,1024.0,3671.0,1987.0,2067.0,0.0,0.0,589.1557247129999,1131.62212698,4,38,18,0,980.301017382,14.0,8.0,91.0,19.0,80965.7843075,0.10945273631840796,54.68156424581006
6254,Boyer / Bélanger,45.54006,-73.60897,2216.0,4208.0,1460.0,4129.0,0.0,632.6717498769999,245.15947213400003,1333.6799466899995,0,56,7,0,904.050725555,5.0,3.0,89.0,23.0,95956.1143875,0.0,64.48756218905473
6255,Boyer / St-Zotique,45.53848,-73.60556,2232.0,5158.0,1283.0,5808.0,3289.213052,796.3623280439999,312.970298797,1583.28069051,0,77,12,0,1398.19120986,3.0,2.0,87.0,19.0,115748.129426,0.0,77.1542288557214
6257,de St-Vallier / St-Zotique,45.53626117851967,-73.60754549503326,1384.0,2329.0,1065.0,2319.0,0.0,0.0,170.258793726,967.314284538,0,7,4,0,981.430402453,2.0,3.0,90.0,19.0,85692.0356045,0.0,38.54228855721393
6258,Parc Père-Marquette (Chambord / Rosemont),45.53708783301333,-73.59321847558022,3922.0,3882.0,972.0,4555.0,48505.1784224,0.0,440.675289419,1277.9430628099997,0,3,4,0,1038.66666211,5.0,3.0,82.0,39.0,126239.518844,0.0,74.35820895522389
6259,Dandurand / de Lorimier,45.540881,-73.58415699999998,1726.0,2063.0,826.0,2636.0,0.0,325.258451906,0.0,1861.14728762,0,4,1,0,813.055141855,2.0,1.0,80.0,23.0,125279.673791,0.0,36.656716417910445
6260,Cartier / Dandurand,45.53923559055868,-73.58594566583632,2191.0,2656.0,788.0,3043.0,0.0,868.9964315410001,578.6684210470002,1430.3422125500003,0,2,0,0,1050.91412812,1.0,2.0,67.0,23.0,85851.4784142,0.0,44.58706467661692
6261,Louis-Hémon / Rosemont,45.54459855947176,-73.58822286128999,2118.0,2397.0,740.0,3474.0,0.0,96.8233946726,382.812652452,1981.62361776,0,15,8,0,1604.56141985,6.0,4.0,82.0,19.0,138636.012691,0.0,42.53233830845771
6262,de la Roche /  de Bellechasse,45.53715922533132,-73.59747648239136,1981.0,2489.0,573.0,3426.0,6379.880543809999,846.813798868,292.440839371,1552.0268891799997,0,6,1,0,1825.88700958,2.0,1.0,88.0,15.0,127073.700702,0.0,43.09950248756219
6263,de Hampton / de Monkland,45.47117930747152,-73.6270022392273,1255.0,911.0,463.0,1718.0,28165.4860831,0.0,470.114009278,1797.9644714,0,11,7,0,1216.94447898,5.0,2.0,78.0,15.0,176946.871454,0.0,19.432835820895523
6264,Chabot / de Bellechasse,45.542569747781286,-73.59214425086974,1196.0,973.0,490.0,1419.0,4008.07501669,609.897182248,216.170826503,1608.96969213,0,7,3,0,1281.73671734,4.0,4.0,81.0,15.0,105554.041808,0.20398009950248755,26.58125
6265,Parthenais / Laurier,45.539258526059406,-73.5774591565132,2691.0,2398.0,1294.0,2894.0,0.0,712.133872246,437.765814653,1292.5149684099997,0,2,0,0,880.8147298069999,3.0,2.0,72.0,27.0,117944.64438,0.0,47.791044776119406
6266,Louis-Hébert / de Bellechasse,45.546661109634606,-73.58868420124055,1005.0,634.0,216.0,1068.0,0.0,556.240536219,396.050783681,1208.5931324899998,0,3,2,0,1185.56160784,4.0,4.0,80.0,27.0,103070.724664,0.20398009950248755,20.39375
6267,Chabot / Beaubien,45.54437554639807,-73.59564453363419,1912.0,2486.0,865.0,3330.0,0.0,342.68440774,119.296071866,1836.92827385,0,18,7,0,1809.29585322,8.0,5.0,84.0,15.0,128906.936159,0.0,44.9452736318408
6268,Chambord / Beaubien,45.53993218312671,-73.59934329986572,1963.0,2986.0,734.0,3724.0,3503.34610158,744.7474805399999,0.0,1877.54911431,0,15,4,0,1739.80654049,4.0,1.0,87.0,15.0,128162.71921,0.0,50.8955223880597
6269,Wurtele / de Rouen,45.5376278134876,-73.5533943772316,924.0,1174.0,545.0,1831.0,0.0,432.795579586,0.0,2338.51014977,0,6,0,0,1805.57391011,0.0,0.0,81.0,15.0,155595.527782,0.03482587064676617,21.762886597938145
6270,Fabre / St-Zotique,45.54345172630376,-73.60101029276849,1877.0,1803.0,289.0,2676.0,0.0,1113.16735535,264.98834580700003,1684.7589171,0,8,4,0,1805.95380018,2.0,2.0,82.0,19.0,126851.709932,0.04477611940298507,34.265625
6272,de Bordeaux / St-Zotique,45.54653901177785,-73.59866470098495,1593.0,1339.0,291.0,1888.0,24.2265083857,714.2183963430002,0.0,1922.63725909,0,5,1,0,1611.96145247,2.0,1.0,81.0,19.0,123448.657787,0.0,27.71641791044776
6273,Cartier / Bélanger,45.54679741279409,-73.60266387462616,1543.0,1606.0,522.0,2055.0,9794.228096779998,322.675270108,370.726593522,1363.56089362,0,12,7,0,1560.09315696,6.0,3.0,79.0,23.0,116165.746149,0.0,29.796019900497512
6274,de la Roche / St-Joseph,45.531164,-73.58369499999998,2192.0,1982.0,436.0,2925.0,0.0,125.075296788,573.173901141,505.744903942,0,4,0,0,672.3720389470001,4.0,4.0,90.0,23.0,48749.024638,0.0,38.55223880597015
6275,Chambord / Jean-Talon,45.54484558108033,-73.61053615808486,1282.0,1583.0,859.0,1732.0,17820.161018099996,600.0663186510002,369.239815586,1742.01070104,0,13,2,0,1347.9700728099997,3.0,2.0,82.0,15.0,135437.955875,0.0,27.91044776119403
6276,de la Roche / Bélanger,45.54166959576632,-73.60760450363159,1821.0,1897.0,413.0,2708.0,0.0,822.2654793869999,79.7643766397,1122.45438541,0,11,7,0,1514.03961846,4.0,2.0,88.0,23.0,98985.6360836,0.0,36.840796019900495
6277,Louis-Hébert / Beaubien,45.54818637127961,-73.59201014041899,1815.0,2795.0,1309.0,4000.0,10885.0729263,668.4963402849999,149.395924683,1341.4193973,0,10,9,0,1108.14083078,3.0,2.0,82.0,19.0,106331.670005,0.0,52.82587064676617
6278,Louis-Hébert / St-Zotique,45.55001,-73.59576,1160.0,1102.0,283.0,1568.0,247.441170318,1023.99954037,318.441919444,1363.5594538300004,0,4,0,0,1290.4178832700004,2.0,1.0,75.0,15.0,110762.642752,0.0,21.432835820895523
6279,Louis-Hébert / Bélanger,45.55158518908433,-73.59916493296623,761.0,756.0,315.0,1026.0,0.0,438.70147409300006,339.529666903,1502.49813053,0,17,6,0,1457.40830176,5.0,2.0,78.0,19.0,119241.090058,0.0945273631840796,18.13186813186813
6280,Casgrain / Laurier,45.52437479806464,-73.59181031584741,1841.0,5142.0,2935.0,4253.0,14100.404932300002,537.366825771,212.048979536,833.45876662,0,14,7,0,533.965475319,2.0,3.0,96.0,23.0,59674.5552193,0.024875621890547265,73.43367346938776
6281,Resther / St-Joseph,45.52769780849099,-73.58625277876855,962.0,1615.0,552.0,1117.0,0.0,0.0,324.608589235,596.0005567529998,0,2,0,0,520.215162205,0.0,0.0,94.0,15.0,29453.5999469,0.08955223880597014,27.55191256830601
6301,Parc Outremont (Bloomfield / Elmwood),45.518309446368,-73.6032861471176,1007.0,1224.0,520.0,1394.0,31669.94443660001,1077.95112051,0.0,2755.29862026,0,2,0,0,1156.25657586,0.0,0.0,90.0,15.0,184109.684351,0.004975124378109453,20.93
6302,Stuart / St-Viateur,45.51607870302409,-73.60779762268065,705.0,1075.0,285.0,967.0,33433.5069304,717.4009310360001,335.540512891,1465.66204569,0,0,0,0,670.5075347110002,3.0,2.0,78.0,11.0,144325.889989,0.0,17.019900497512438
6303,Pratt / Van Horne,45.51414486304299,-73.6203020811081,982.0,899.0,191.0,1082.0,22617.772782099997,0.0,498.648250488,2452.16660775,0,0,0,0,1086.71414653,6.0,2.0,59.0,15.0,192061.774181,0.0,16.99502487562189
6304,Rockland / Lajoie,45.515617,-73.614991,590.0,568.0,184.0,703.0,26535.3448728,0.0,452.08653450800006,1610.3112891,0,1,0,0,790.917882212,3.0,2.0,66.0,15.0,146435.116202,0.0,10.800995024875622
6305,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,905.0,1038.0,444.0,801.0,4356.68892338,410.486838384,788.795261717,1049.18480967,0,2,1,0,506.057809053,6.0,4.0,60.0,15.0,132202.092607,0.0,18.442786069651742
6306,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.510086,-73.611429,1387.0,3504.0,748.0,1296.0,0.0,380.870559291,0.0,1525.60461929,2,3,1,0,729.2946740249998,4.0,4.0,35.0,19.0,188843.992559,0.0,47.62189054726368
6307,Laval / Rachel,45.52017845247635,-73.57942387461662,2370.0,4256.0,1403.0,4808.0,0.0,903.646011913,256.730607711,1449.8054049,0,7,3,0,1077.74312872,2.0,1.0,95.0,19.0,78826.0396051,0.0,69.79601990049751
6309,4e avenue / de Verdun,45.4568844514464,-73.57260704040526,1052.0,1279.0,508.0,1881.0,0.0,352.434271851,734.684400032,1439.0369587900002,0,15,7,0,2309.23393145,4.0,2.0,84.0,15.0,122817.23572,0.0,22.671641791044777
6310,de Soissons / de Darlington,45.50687644639119,-73.62359181046486,1577.0,4607.0,1503.0,1353.0,6351.01544506,0.0,866.6489122059999,1337.6409595900002,0,5,1,0,1652.36289383,4.0,3.0,65.0,31.0,180388.081542,0.0,56.114427860696516
6311,Drolet / St-Zotique,45.53488214147821,-73.60941231250763,1553.0,2134.0,532.0,2213.0,0.0,322.047689878,139.557895292,1075.80888229,0,10,4,0,915.911032011,1.0,2.0,93.0,19.0,68704.6808983,0.0,37.35820895522388
6312,de Kent / de la Côte-des-Neiges,45.50144933057703,-73.63305062055588,432.0,1365.0,693.0,1921.0,41264.44151510001,539.4454323580001,893.246328801,1357.12345356,0,14,7,0,1955.57109442,10.0,6.0,82.0,39.0,177722.267278,0.0,19.940298507462686
6313,Palm / St-Remi,45.470303,-73.589848,1673.0,2622.0,1028.0,4591.0,3850.35090896,0.0,1118.57105332,1940.44827002,0,12,4,0,1703.86590709,8.0,4.0,75.0,30.0,185346.085918,0.0,44.45273631840796
6314,de Lanaudière / Marie-Anne,45.52932643090091,-73.57480645179749,2926.0,2723.0,768.0,3956.0,0.0,245.795970884,0.0,1592.6725851,0,2,1,0,1026.92117875,0.0,0.0,93.0,19.0,69782.6504958,0.0,53.472636815920396
6315,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),45.49626477461565,-73.62154394388199,1340.0,4669.0,1226.0,2314.0,4368.97237211,524.324155025,634.1218539409999,1471.20051228,2,18,29,0,1139.77654,9.0,9.0,85.0,23.0,153049.756586,0.0,68.363184079602
6316,Swail / Decelles,45.49705494399436,-73.61865252256392,766.0,3192.0,595.0,1033.0,43107.85291630001,383.877160495,383.217401512,1955.46702624,0,2,2,0,931.124958493,9.0,9.0,82.0,27.0,107785.90171,0.0,39.41293532338308
6321,Gary-Carter / St-Laurent,45.535899826641256,-73.62244248390199,2163.0,6511.0,2112.0,6109.0,56485.0487013,0.0,658.0388722870001,1023.18761394,0,4,0,0,889.106185697,2.0,2.0,80.0,39.0,120423.905154,0.0,81.97014925373135
6322,St-Dominique / Gounod,45.53873794947064,-73.62802147865295,1209.0,1459.0,478.0,2045.0,54763.5627955,121.864856686,826.5578900119999,949.048224654,0,7,3,0,916.922216448,2.0,2.0,77.0,15.0,122984.133987,0.0,26.422885572139304
6323,Guizot / St-Laurent,45.53966322230556,-73.6344748735428,594.0,685.0,393.0,742.0,0.0,0.0,747.4712205589999,1260.0392134099998,0,19,3,0,863.2878147469999,2.0,2.0,74.0,19.0,132296.391602,0.04975124378109453,13.146596858638743
6324,de Liège / Lajeunesse,45.54560354555274,-73.63474041223527,938.0,1435.0,718.0,1766.0,0.0,628.10201176,548.777240472,1364.8758474099998,0,13,3,0,1781.16301859,3.0,3.0,78.0,15.0,111362.90303,0.0,21.90049751243781
6327,Drolet / Faillon,45.53926979810152,-73.6208787560463,1688.0,1576.0,342.0,2032.0,0.0,1169.8197005100003,293.139014088,1724.9238332,0,8,4,0,1853.63103259,2.0,2.0,85.0,23.0,116286.3157,0.014925373134328358,33.25252525252525
6328,De Gaspé / Villeray,45.538938054732114,-73.62429320812224,1420.0,1868.0,440.0,2493.0,2206.02724636,683.18041044,212.112352106,1623.46057044,0,12,2,0,1493.69738566,2.0,2.0,80.0,15.0,94174.974459,0.0,35.3134328358209
6329,Drolet / Gounod,45.540951342257344,-73.62637460231781,1646.0,1168.0,234.0,1849.0,0.0,830.742904018,296.61687636,1209.3789817500003,0,8,0,0,1526.31551737,2.0,2.0,85.0,23.0,86051.3921381,0.01990049751243781,25.269035532994923
6330,de Gaspé / Jarry,45.540780049798,-73.63040059804915,908.0,1344.0,525.0,1550.0,649.3918283129999,525.609228675,558.009936535,995.480206427,0,8,6,0,1140.95707166,6.0,3.0,79.0,23.0,76804.7624663,0.0,22.686567164179106
6331,Guizot / St-Denis,45.54342354829018,-73.63246187567711,1201.0,905.0,314.0,1253.0,0.0,957.6860539480002,496.750480536,1279.8560934899997,0,7,2,0,1539.07840465,2.0,2.0,77.0,23.0,97001.9150921,0.0,19.786069651741293
6332,de Gaspé / de Liège,45.54248521237199,-73.63634169101717,1271.0,1780.0,992.0,2091.0,0.0,840.4169321160001,0.0,2151.58665045,0,6,2,0,1737.63776627,1.0,1.0,75.0,23.0,124701.036877,0.0,28.01492537313433
6333,Leman / de Chateaubriand,45.547218,-73.631103,1089.0,918.0,282.0,1468.0,0.0,0.0,106.118829379,3222.93152768,0,6,0,0,2305.53390168,4.0,1.0,80.0,15.0,153649.370153,0.0,18.507462686567163
6334,Métro Jarry (Lajeunesse / Jarry),45.54371190262865,-73.6282843351364,1825.0,4142.0,2650.0,3967.0,0.0,729.3119012039999,417.202449037,1089.95509336,1,19,9,0,1687.03429269,4.0,2.0,81.0,23.0,97756.7650623,0.0,60.049751243781095
6335,du Rosaire / St-Hubert,45.54481928225348,-73.62151041626929,1495.0,1453.0,438.0,1847.0,10442.9172074,433.397345762,309.333824038,2281.04439037,0,17,6,0,1561.70044564,7.0,3.0,82.0,23.0,132633.110151,0.12935323383084577,32.04
6336,Faillon / St-Hubert,45.54297175887712,-73.61793905496597,1222.0,1679.0,636.0,1966.0,0.0,392.38437420800005,5.45923723403,2038.19378045,0,37,8,0,1633.65720133,2.0,2.0,79.0,15.0,113010.672434,0.0,27.73134328358209
6338,de Chateaubriand / Jarry,45.54595481682399,-73.62699151039122,1137.0,1473.0,412.0,1959.0,0.0,40.5614230496,433.71252603,2842.87858603,0,23,6,0,1958.30674736,8.0,2.0,84.0,19.0,140410.569395,0.014925373134328358,27.42929292929293
6339,Harvard / de Monkland,45.47456518502994,-73.62403571605681,1405.0,1022.0,348.0,1712.0,330.35360083,0.0,394.001939786,2226.78853471,0,31,11,0,1606.58520651,6.0,2.0,84.0,19.0,172761.586126,0.04975124378109453,24.089005235602095
6340,de la Roche / Everett,45.544867,-73.614841,1341.0,1503.0,333.0,2078.0,23015.9725681,724.887060365,383.809110582,1588.1571201,0,3,0,0,1643.41045703,2.0,1.0,76.0,15.0,132048.939531,0.004975124378109453,26.63
6341,Regina / de Verdun,45.467369,-73.570769,1780.0,1299.0,367.0,3107.0,0.0,943.745675217,0.0,2633.64084109,0,9,2,0,2377.60292597,10.0,2.0,76.0,19.0,186492.850742,0.06965174129353234,30.32085561497326
6343,Marquette / Villeray,45.55068361610596,-73.61529305577278,1780.0,1763.0,675.0,2375.0,0.0,839.328181975,446.368849401,3187.61399996,0,13,7,0,3095.07171497,11.0,3.0,70.0,15.0,185222.808313,0.0,32.840796019900495
6344,St-Dominique / Jean-Talon,45.53524809921433,-73.61756354570389,695.0,1850.0,797.0,1561.0,0.0,375.638767634,714.3722682969998,821.891819638,0,15,9,0,738.508301158,4.0,5.0,88.0,39.0,67222.8594797,0.2835820895522388,40.513888888888886
6345,Louis-Hémon / Villeray,45.55496126357668,-73.61073732376097,872.0,718.0,228.0,1343.0,28875.1358004,222.647561138,157.969336534,3383.12132996,0,2,0,0,1477.0103697699997,10.0,3.0,63.0,31.0,195404.136565,0.0,15.378109452736318
6346,Nicolet / Sherbrooke,45.54969542033442,-73.55464696884154,481.0,1099.0,718.0,604.0,0.0,621.5406737470001,495.743975425,1356.20074164,0,2,0,0,1002.21773606,7.0,5.0,71.0,27.0,147025.564451,0.06467661691542288,18.361702127659573
6347,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.59965799999998,525.0,1635.0,1221.0,983.0,1656.4784269899997,112.288103612,1318.8636581699998,2556.10798844,2,16,4,0,1906.63501903,19.0,10.0,78.0,15.0,184828.692975,0.0,22.64179104477612
6349,Ryde / Charlevoix,45.4757434,-73.5646007,1849.0,1277.0,246.0,2680.0,8776.558584569999,0.0,546.246357257,2697.37619491,0,5,1,0,1986.3440357,4.0,1.0,68.0,23.0,190407.68378,0.0,28.19402985074627
6350,Island / Centre,45.48149081388885,-73.56475353240967,2050.0,2055.0,966.0,3000.0,0.0,392.013197792,73.95540011919998,1314.0800578499998,0,6,2,0,796.0979774189999,2.0,3.0,75.0,19.0,81731.6118982,0.0,35.398009950248756
6354,Marcil / Sherbrooke,45.471743,-73.613924,1798.0,1499.0,389.0,2556.0,43274.5562688,602.626282876,523.963746604,2207.30066449,0,18,13,0,1689.88405771,8.0,7.0,82.0,23.0,172342.825699,0.0,30.233830845771145
6355,Ontario / Sicard,45.55626186680846,-73.53744059801102,1620.0,1233.0,422.0,2885.0,4668.599998309999,1041.43811623,0.0,3048.65492698,0,11,0,0,2510.42180373,4.0,2.0,70.0,23.0,171668.780729,0.0,26.54228855721393
6356,de Monkland / Girouard,45.47710675189806,-73.62143799662591,1431.0,1773.0,436.0,1719.0,0.0,496.133427465,502.139801654,1879.28833449,0,18,11,0,1602.69108628,6.0,6.0,86.0,11.0,147159.396309,0.0,30.666666666666668
6357,13e avenue / St-Zotique,45.557487317400046,-73.58874857425691,886.0,880.0,228.0,1107.0,0.0,1735.60625616,357.310873552,2489.78277889,0,2,1,0,1634.12155238,2.0,2.0,72.0,23.0,191493.253974,0.06965174129353234,18.898395721925134
6358,1ère  avenue / St-Zotique,45.551937362101,-73.59392791986465,1313.0,1020.0,287.0,1667.0,4253.65301351,1123.20767578,0.0,2176.5835874,0,3,0,0,1586.35700616,0.0,0.0,75.0,15.0,139261.829354,0.0,21.83582089552239
6359,Ste-Catherine / St-Laurent,45.50981336049594,-73.5638952255249,931.0,6513.0,5101.0,4761.0,0.0,238.567182241,406.147553432,719.4627550060001,0,15,20,0,20.1162280493,2.0,3.0,93.0,35.0,60332.4922237,0.0,84.19402985074628
6360,8e avenue / Beaubien,45.553215,-73.58752,1116.0,1553.0,428.0,2241.0,41557.4667352,887.255995983,204.878168467,2441.062416179999,0,6,4,0,1343.99116878,10.0,6.0,85.0,15.0,192524.764126,0.0,28.223880597014926
6361,Molson / Beaubien,45.54968589617968,-73.59115451574327,1927.0,1929.0,687.0,2987.0,17634.140443699995,375.677531124,202.028383711,1502.42571564,0,15,5,0,1138.31746914,5.0,3.0,81.0,23.0,113438.703598,0.0,39.34825870646766
6362,1ère avenue / Rosemont,45.54779995287997,-73.58486741781235,1569.0,1876.0,443.0,2516.0,0.0,852.1416263110001,522.589927129,1867.99056054,0,12,3,0,1531.53658559,4.0,3.0,79.0,15.0,136110.676629,0.0,32.44278606965174
6363,de la Côte St-Antoine / Royal,45.46892698487744,-73.61987024545671,1503.0,804.0,268.0,1371.0,14.6647917949,641.5493943569999,302.230823417,2172.63726042,0,17,11,0,1397.4786481900005,5.0,4.0,85.0,19.0,143359.664643,0.0,20.34328358208955
6364,de Chambly / Rachel,45.549910693591,-73.55826258659361,1827.0,2534.0,1070.0,2330.0,0.0,945.070289701,0.0,1993.59028749,0,2,0,0,1704.27730466,2.0,2.0,70.0,23.0,141833.77925,0.0,39.77114427860697
6366,Wilderton  / Van Horne,45.51014162409143,-73.6247518658638,1270.0,1415.0,253.0,1421.0,0.0,0.0,942.503440874,1507.15515875,0,11,4,0,4041.51480029,4.0,2.0,61.0,15.0,182247.213241,0.0,25.930348258706466
6367,3e avenue / Dandurand,45.54729491851639,-73.57899874448776,975.0,835.0,171.0,1208.0,9.33313270581,999.206057122,0.0,2456.71920911,0,3,0,0,2039.58315259,0.0,0.0,81.0,19.0,130497.824151,0.16417910447761194,21.363095238095237
6368,10e avenue / Masson,45.550305530305465,-73.5733526945114,1784.0,3376.0,1031.0,4225.0,0.0,652.0582177580001,475.999153845,2444.84367444,0,33,16,0,2708.28034047,8.0,5.0,82.0,31.0,175762.645721,0.0,56.57213930348259
6369,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.45750908083069,-73.63948523998259,722.0,2281.0,1469.0,2140.0,6769.061005169999,768.9113193989999,497.560605852,873.547913645,0,0,3,1,951.728570321,8.0,4.0,57.0,27.0,196207.892071,0.0,28.935323383084576
6370,d'Orléans / Masson,45.557192,-73.569847,2025.0,1501.0,338.0,2442.0,1360.0750564700004,0.0,374.001508493,3128.09518925,0,19,2,0,2708.72673296,10.0,4.0,74.0,23.0,184038.974661,0.0,32.11940298507463
6371,4e avenue / Masson,45.546978,-73.575515,3159.0,3165.0,880.0,4996.0,0.0,360.24574023699995,0.0,2008.4558241,0,29,8,0,1884.08866296,4.0,3.0,82.0,31.0,107200.596612,0.0,62.84577114427861
6372,1ère avenue / Masson,45.54519970000001,-73.57645065,2925.0,4302.0,1114.0,6697.0,29903.8901543,933.557634116,0.0,1566.09877416,0,12,7,0,1313.73276084,5.0,3.0,86.0,39.0,113283.556663,0.0,73.09950248756219
6373,7e avenue / St-Joseph Rosemont,45.54722664525074,-73.56986984610558,2301.0,1578.0,286.0,2757.0,0.0,515.086831967,841.3224437569999,2678.90649139,0,2,0,0,2075.98719571,4.0,2.0,77.0,27.0,160895.473275,0.0,34.22885572139303
6374,15e avenue / Masson,45.553898015680026,-73.5713866353035,2064.0,1811.0,593.0,2570.0,10263.379073300002,950.312458972,0.0,2868.19582555,0,6,4,0,2252.41163036,7.0,2.0,83.0,23.0,177076.618312,0.0,36.78606965174129
